customer_id,first_name,last_name,email,gender,birth_date,age_band,city,country,signup_date,acquisition_channel,is_loyalty_member
12620,Customer,12620,cust12620@anonymised.invalid,,,Unknown,France,France,2011-05-19,Online Export,1
12621,Customer,12621,cust12621@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-09,Online Export,1
12622,Customer,12622,cust12622@anonymised.invalid,,,Unknown,Germany,Germany,2011-04-21,Online Export,0
12623,Customer,12623,cust12623@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-12,Online Export,1
12624,Customer,12624,cust12624@anonymised.invalid,,,Unknown,France,France,2011-06-15,Online Export,0
12625,Customer,12625,cust12625@anonymised.invalid,,,Unknown,Germany,Germany,2010-04-22,Online Export,1
12626,Customer,12626,cust12626@anonymised.invalid,,,Unknown,Germany,Germany,2011-01-17,Online Export,1
12627,Customer,12627,cust12627@anonymised.invalid,,,Unknown,Germany,Germany,2011-07-22,Online Export,1
12628,Customer,12628,cust12628@anonymised.invalid,,,Unknown,Germany,Germany,2011-10-06,Online Export,0
12629,Customer,12629,cust12629@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-10-12,Online Export,0
12630,Customer,12630,cust12630@anonymised.invalid,,,Unknown,Finland,Finland,2011-10-27,Online Export,0
12631,Customer,12631,cust12631@anonymised.invalid,,,Unknown,Finland,Finland,2010-01-15,Online Export,1
12632,Customer,12632,cust12632@anonymised.invalid,,,Unknown,Germany,Germany,2010-05-24,Online Export,0
12633,Customer,12633,cust12633@anonymised.invalid,,,Unknown,Germany,Germany,2010-07-02,Online Export,1
12634,Customer,12634,cust12634@anonymised.invalid,,,Unknown,USA,USA,2010-06-09,Online Export,0
12635,Customer,12635,cust12635@anonymised.invalid,,,Unknown,Germany,Germany,2010-09-09,Online Export,1
12637,Customer,12637,cust12637@anonymised.invalid,,,Unknown,France,France,2010-06-14,Online Export,1
12638,Customer,12638,cust12638@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-03-10,Online Export,0
12639,Customer,12639,cust12639@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-03-22,Online Export,1
12640,Customer,12640,cust12640@anonymised.invalid,,,Unknown,France,France,2011-09-19,Online Export,1
12641,Customer,12641,cust12641@anonymised.invalid,,,Unknown,Sweden,Sweden,2011-08-16,Online Export,0
12642,Customer,12642,cust12642@anonymised.invalid,,,Unknown,Germany,Germany,2011-08-24,Online Export,1
12643,Customer,12643,cust12643@anonymised.invalid,,,Unknown,France,France,2010-04-07,Online Export,1
12644,Customer,12644,cust12644@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-14,Online Export,1
12645,Customer,12645,cust12645@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-09,Online Export,1
12646,Customer,12646,cust12646@anonymised.invalid,,,Unknown,USA,USA,2011-10-21,Online Export,0
12647,Customer,12647,cust12647@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-13,Online Export,1
12648,Customer,12648,cust12648@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-07,Online Export,1
12649,Customer,12649,cust12649@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-12,Online Export,1
12651,Customer,12651,cust12651@anonymised.invalid,,,Unknown,France,France,2010-08-31,Online Export,1
12652,Customer,12652,cust12652@anonymised.invalid,,,Unknown,France,France,2010-10-01,Online Export,0
12653,Customer,12653,cust12653@anonymised.invalid,,,Unknown,Israel,Israel,2010-07-01,Online Export,1
12654,Customer,12654,cust12654@anonymised.invalid,,,Unknown,Germany,Germany,2011-02-17,Online Export,1
12655,Customer,12655,cust12655@anonymised.invalid,,,Unknown,France,France,2010-10-12,Online Export,0
12656,Customer,12656,cust12656@anonymised.invalid,,,Unknown,France,France,2010-05-26,Online Export,1
12657,Customer,12657,cust12657@anonymised.invalid,,,Unknown,France,France,2011-09-22,Online Export,1
12658,Customer,12658,cust12658@anonymised.invalid,,,Unknown,Germany,Germany,2011-11-21,Online Export,0
12659,Customer,12659,cust12659@anonymised.invalid,,,Unknown,France,France,2011-11-10,Online Export,0
12660,Customer,12660,cust12660@anonymised.invalid,,,Unknown,France,France,2011-11-28,Online Export,0
12661,Customer,12661,cust12661@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-09-29,Online Export,0
12662,Customer,12662,cust12662@anonymised.invalid,,,Unknown,Germany,Germany,2010-04-01,Online Export,1
12663,Customer,12663,cust12663@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-09,Online Export,0
12664,Customer,12664,cust12664@anonymised.invalid,,,Unknown,Finland,Finland,2009-12-13,Online Export,1
12665,Customer,12665,cust12665@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-08,Online Export,1
12666,Customer,12666,cust12666@anonymised.invalid,,,Unknown,Israel,Israel,2010-11-10,Online Export,0
12667,Customer,12667,cust12667@anonymised.invalid,,,Unknown,Finland,Finland,2011-10-12,Online Export,0
12668,Customer,12668,cust12668@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-31,Online Export,1
12669,Customer,12669,cust12669@anonymised.invalid,,,Unknown,France,France,2011-03-28,Online Export,0
12670,Customer,12670,cust12670@anonymised.invalid,,,Unknown,France,France,2010-02-11,Online Export,1
12671,Customer,12671,cust12671@anonymised.invalid,,,Unknown,Germany,Germany,2010-04-12,Online Export,0
12672,Customer,12672,cust12672@anonymised.invalid,,,Unknown,France,France,2010-04-23,Online Export,0
12673,Customer,12673,cust12673@anonymised.invalid,,,Unknown,Germany,Germany,2010-11-03,Online Export,0
12674,Customer,12674,cust12674@anonymised.invalid,,,Unknown,France,France,2011-05-16,Online Export,1
12675,Customer,12675,cust12675@anonymised.invalid,,,Unknown,Italy,Italy,2010-05-10,Online Export,0
12676,Customer,12676,cust12676@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-08-13,Online Export,1
12677,Customer,12677,cust12677@anonymised.invalid,,,Unknown,France,France,2009-12-07,Online Export,0
12678,Customer,12678,cust12678@anonymised.invalid,,,Unknown,France,France,2010-01-07,Online Export,1
12679,Customer,12679,cust12679@anonymised.invalid,,,Unknown,France,France,2011-03-01,Online Export,1
12680,Customer,12680,cust12680@anonymised.invalid,,,Unknown,France,France,2011-08-18,Online Export,1
12681,Customer,12681,cust12681@anonymised.invalid,,,Unknown,France,France,2009-12-13,Online Export,1
12682,Customer,12682,cust12682@anonymised.invalid,,,Unknown,France,France,2009-12-01,Online Export,1
12683,Customer,12683,cust12683@anonymised.invalid,,,Unknown,France,France,2009-12-13,Online Export,1
12684,Customer,12684,cust12684@anonymised.invalid,,,Unknown,France,France,2011-05-10,Online Export,1
12685,Customer,12685,cust12685@anonymised.invalid,,,Unknown,France,France,2011-09-07,Online Export,1
12686,Customer,12686,cust12686@anonymised.invalid,,,Unknown,France,France,2010-12-03,Online Export,0
12687,Customer,12687,cust12687@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-08-16,Online Export,0
12688,Customer,12688,cust12688@anonymised.invalid,,,Unknown,Israel,Israel,2011-08-18,Online Export,0
12689,Customer,12689,cust12689@anonymised.invalid,,,Unknown,France,France,2011-08-04,Online Export,0
12690,Customer,12690,cust12690@anonymised.invalid,,,Unknown,France,France,2011-05-18,Online Export,0
12691,Customer,12691,cust12691@anonymised.invalid,,,Unknown,France,France,2010-10-15,Online Export,1
12692,Customer,12692,cust12692@anonymised.invalid,,,Unknown,France,France,2010-03-12,Online Export,0
12693,Customer,12693,cust12693@anonymised.invalid,,,Unknown,Germany,Germany,2010-07-05,Online Export,1
12694,Customer,12694,cust12694@anonymised.invalid,,,Unknown,France,France,2010-10-14,Online Export,1
12695,Customer,12695,cust12695@anonymised.invalid,,,Unknown,France,France,2010-02-12,Online Export,1
12696,Customer,12696,cust12696@anonymised.invalid,,,Unknown,Finland,Finland,2010-07-19,Online Export,0
12697,Customer,12697,cust12697@anonymised.invalid,,,Unknown,Sweden,Sweden,2011-06-23,Online Export,1
12698,Customer,12698,cust12698@anonymised.invalid,,,Unknown,Germany,Germany,2010-04-28,Online Export,0
12699,Customer,12699,cust12699@anonymised.invalid,,,Unknown,Germany,Germany,2010-10-18,Online Export,0
12700,Customer,12700,cust12700@anonymised.invalid,,,Unknown,France,France,2011-05-08,Online Export,1
12701,Customer,12701,cust12701@anonymised.invalid,,,Unknown,Germany,Germany,2010-03-16,Online Export,1
12702,Customer,12702,cust12702@anonymised.invalid,,,Unknown,Germany,Germany,2011-11-20,Online Export,0
12703,Customer,12703,cust12703@anonymised.invalid,,,Unknown,Germany,Germany,2010-01-24,Online Export,1
12704,Customer,12704,cust12704@anonymised.invalid,,,Unknown,Finland,Finland,2011-06-23,Online Export,1
12705,Customer,12705,cust12705@anonymised.invalid,,,Unknown,Germany,Germany,2009-12-03,Online Export,1
12707,Customer,12707,cust12707@anonymised.invalid,,,Unknown,France,France,2011-02-21,Online Export,0
12708,Customer,12708,cust12708@anonymised.invalid,,,Unknown,Germany,Germany,2009-12-18,Online Export,1
12709,Customer,12709,cust12709@anonymised.invalid,,,Unknown,Germany,Germany,2009-12-09,Online Export,1
12710,Customer,12710,cust12710@anonymised.invalid,,,Unknown,Germany,Germany,2011-05-22,Online Export,1
12711,Customer,12711,cust12711@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-01,Online Export,0
12712,Customer,12712,cust12712@anonymised.invalid,,,Unknown,Germany,Germany,2009-12-09,Online Export,1
12714,Customer,12714,cust12714@anonymised.invalid,,,Unknown,France,France,2009-12-04,Online Export,1
12715,Customer,12715,cust12715@anonymised.invalid,,,Unknown,Sweden,Sweden,2011-08-25,Online Export,0
12716,Customer,12716,cust12716@anonymised.invalid,,,Unknown,France,France,2011-07-29,Online Export,0
12717,Customer,12717,cust12717@anonymised.invalid,,,Unknown,Greece,Greece,2010-04-28,Online Export,1
12718,Customer,12718,cust12718@anonymised.invalid,,,Unknown,France,France,2011-09-29,Online Export,0
12719,Customer,12719,cust12719@anonymised.invalid,,,Unknown,France,France,2011-10-05,Online Export,0
12720,Customer,12720,cust12720@anonymised.invalid,,,Unknown,Germany,Germany,2010-07-21,Online Export,1
12721,Customer,12721,cust12721@anonymised.invalid,,,Unknown,France,France,2010-08-25,Online Export,1
12722,Customer,12722,cust12722@anonymised.invalid,,,Unknown,France,France,2011-07-12,Online Export,1
12723,Customer,12723,cust12723@anonymised.invalid,,,Unknown,France,France,2011-10-05,Online Export,1
12724,Customer,12724,cust12724@anonymised.invalid,,,Unknown,France,France,2010-06-22,Online Export,1
12725,Customer,12725,cust12725@anonymised.invalid,,,Unknown,Italy,Italy,2010-05-04,Online Export,1
12726,Customer,12726,cust12726@anonymised.invalid,,,Unknown,France,France,2010-03-25,Online Export,1
12727,Customer,12727,cust12727@anonymised.invalid,,,Unknown,France,France,2010-02-23,Online Export,1
12728,Customer,12728,cust12728@anonymised.invalid,,,Unknown,France,France,2010-11-21,Online Export,1
12729,Customer,12729,cust12729@anonymised.invalid,,,Unknown,France,France,2011-08-18,Online Export,0
12730,Customer,12730,cust12730@anonymised.invalid,,,Unknown,Germany,Germany,2010-07-06,Online Export,0
12731,Customer,12731,cust12731@anonymised.invalid,,,Unknown,France,France,2010-03-02,Online Export,1
12732,Customer,12732,cust12732@anonymised.invalid,,,Unknown,France,France,2011-06-13,Online Export,0
12733,Customer,12733,cust12733@anonymised.invalid,,,Unknown,USA,USA,2010-01-19,Online Export,1
12734,Customer,12734,cust12734@anonymised.invalid,,,Unknown,France,France,2010-11-12,Online Export,1
12735,Customer,12735,cust12735@anonymised.invalid,,,Unknown,France,France,2011-01-06,Online Export,0
12736,Customer,12736,cust12736@anonymised.invalid,,,Unknown,France,France,2011-01-11,Online Export,0
12738,Customer,12738,cust12738@anonymised.invalid,,,Unknown,Germany,Germany,2010-12-02,Online Export,0
12739,Customer,12739,cust12739@anonymised.invalid,,,Unknown,United Arab Emirates,United Arab Emirates,2010-11-10,Online Export,0
12740,Customer,12740,cust12740@anonymised.invalid,,,Unknown,France,France,2011-10-07,Online Export,0
12741,Customer,12741,cust12741@anonymised.invalid,,,Unknown,USA,USA,2010-06-24,Online Export,0
12742,Customer,12742,cust12742@anonymised.invalid,,,Unknown,United Arab Emirates,United Arab Emirates,2010-03-24,Online Export,0
12743,Customer,12743,cust12743@anonymised.invalid,,,Unknown,Unspecified,Unspecified,2011-07-28,Online Export,0
12744,Customer,12744,cust12744@anonymised.invalid,,,Unknown,Singapore,Singapore,2010-04-27,Online Export,1
12750,Customer,12750,cust12750@anonymised.invalid,,,Unknown,Poland,Poland,2011-08-03,Online Export,0
12751,Customer,12751,cust12751@anonymised.invalid,,,Unknown,Brazil,Brazil,2010-09-21,Online Export,0
12752,Customer,12752,cust12752@anonymised.invalid,,,Unknown,Norway,Norway,2011-09-19,Online Export,0
12753,Customer,12753,cust12753@anonymised.invalid,,,Unknown,Japan,Japan,2010-12-12,Online Export,1
12754,Customer,12754,cust12754@anonymised.invalid,,,Unknown,Japan,Japan,2011-02-04,Online Export,1
12755,Customer,12755,cust12755@anonymised.invalid,,,Unknown,Japan,Japan,2009-12-02,Online Export,1
12756,Customer,12756,cust12756@anonymised.invalid,,,Unknown,Japan,Japan,2011-09-14,Online Export,0
12757,Customer,12757,cust12757@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-05-12,Online Export,1
12758,Customer,12758,cust12758@anonymised.invalid,,,Unknown,Portugal,Portugal,2009-12-01,Online Export,1
12759,Customer,12759,cust12759@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2009-12-04,Online Export,1
12760,Customer,12760,cust12760@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-09-10,Online Export,0
12761,Customer,12761,cust12761@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-09-01,Online Export,0
12762,Customer,12762,cust12762@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-11-14,Online Export,0
12763,Customer,12763,cust12763@anonymised.invalid,,,Unknown,Japan,Japan,2010-12-05,Online Export,0
12764,Customer,12764,cust12764@anonymised.invalid,,,Unknown,Lebanon,Lebanon,2011-01-27,Online Export,0
12765,Customer,12765,cust12765@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-03-08,Online Export,1
12766,Customer,12766,cust12766@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-10-28,Online Export,1
12767,Customer,12767,cust12767@anonymised.invalid,,,Unknown,Korea,Korea,2010-11-29,Online Export,0
12768,Customer,12768,cust12768@anonymised.invalid,,,Unknown,Korea,Korea,2010-09-15,Online Export,0
12769,Customer,12769,cust12769@anonymised.invalid,,,Unknown,Brazil,Brazil,2011-04-15,Online Export,0
12770,Customer,12770,cust12770@anonymised.invalid,,,Unknown,Japan,Japan,2010-04-07,Online Export,0
12771,Customer,12771,cust12771@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-08-11,Online Export,0
12772,Customer,12772,cust12772@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-10-11,Online Export,0
12773,Customer,12773,cust12773@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-05-24,Online Export,0
12774,Customer,12774,cust12774@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-06-22,Online Export,0
12775,Customer,12775,cust12775@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-10-26,Online Export,1
12776,Customer,12776,cust12776@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-02-10,Online Export,0
12778,Customer,12778,cust12778@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-04-16,Online Export,1
12779,Customer,12779,cust12779@anonymised.invalid,,,Unknown,Poland,Poland,2009-12-03,Online Export,1
12780,Customer,12780,cust12780@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-04-20,Online Export,0
12781,Customer,12781,cust12781@anonymised.invalid,,,Unknown,Czech Republic,Czech Republic,2011-02-28,Online Export,0
12782,Customer,12782,cust12782@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-07-08,Online Export,1
12783,Customer,12783,cust12783@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-09-25,Online Export,1
12784,Customer,12784,cust12784@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-06-28,Online Export,0
12785,Customer,12785,cust12785@anonymised.invalid,,,Unknown,Portugal,Portugal,2009-12-08,Online Export,1
12786,Customer,12786,cust12786@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-04-09,Online Export,0
12787,Customer,12787,cust12787@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-10-22,Online Export,1
12788,Customer,12788,cust12788@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-06-29,Online Export,1
12789,Customer,12789,cust12789@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-01-15,Online Export,1
12790,Customer,12790,cust12790@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-10-25,Online Export,0
12791,Customer,12791,cust12791@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-03-25,Online Export,1
12792,Customer,12792,cust12792@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-06-23,Online Export,0
12793,Customer,12793,cust12793@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-11-03,Online Export,1
12794,Customer,12794,cust12794@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-09-02,Online Export,0
12795,Customer,12795,cust12795@anonymised.invalid,,,Unknown,Portugal,Portugal,2011-11-21,Online Export,0
12796,Customer,12796,cust12796@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-03-21,Online Export,0
12797,Customer,12797,cust12797@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-10-11,Online Export,0
12798,Customer,12798,cust12798@anonymised.invalid,,,Unknown,Japan,Japan,2010-10-14,Online Export,1
12799,Customer,12799,cust12799@anonymised.invalid,,,Unknown,Japan,Japan,2010-06-28,Online Export,0
12800,Customer,12800,cust12800@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-02-01,Online Export,0
12801,Customer,12801,cust12801@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-07-27,Online Export,0
12802,Customer,12802,cust12802@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-05-25,Online Export,1
12803,Customer,12803,cust12803@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-11-11,Online Export,0
12804,Customer,12804,cust12804@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-07-27,Online Export,0
12805,Customer,12805,cust12805@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-02-03,Online Export,1
12806,Customer,12806,cust12806@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-04-30,Online Export,0
12807,Customer,12807,cust12807@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-11-18,Online Export,0
12808,Customer,12808,cust12808@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-09-03,Online Export,1
12809,Customer,12809,cust12809@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-03-02,Online Export,1
12810,Customer,12810,cust12810@anonymised.invalid,,,Unknown,Japan,Japan,2010-02-01,Online Export,0
12811,Customer,12811,cust12811@anonymised.invalid,,,Unknown,Portugal,Portugal,2010-10-08,Online Export,1
12812,Customer,12812,cust12812@anonymised.invalid,,,Unknown,Japan,Japan,2011-10-26,Online Export,0
12813,Customer,12813,cust12813@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2010-01-15,Online Export,1
12814,Customer,12814,cust12814@anonymised.invalid,,,Unknown,Poland,Poland,2011-08-30,Online Export,0
12815,Customer,12815,cust12815@anonymised.invalid,,,Unknown,Poland,Poland,2011-05-25,Online Export,0
12816,Customer,12816,cust12816@anonymised.invalid,,,Unknown,Poland,Poland,2011-06-16,Online Export,0
12817,Customer,12817,cust12817@anonymised.invalid,,,Unknown,Austria,Austria,2010-10-01,Online Export,1
12818,Customer,12818,cust12818@anonymised.invalid,,,Unknown,Austria,Austria,2011-03-23,Online Export,0
12865,Customer,12865,cust12865@anonymised.invalid,,,Unknown,Austria,Austria,2010-08-20,Online Export,1
12866,Customer,12866,cust12866@anonymised.invalid,,,Unknown,Belgium,Belgium,2010-07-25,Online Export,1
12874,Customer,12874,cust12874@anonymised.invalid,,,Unknown,Belgium,Belgium,2010-06-03,Online Export,0
12876,Customer,12876,cust12876@anonymised.invalid,,,Unknown,Belgium,Belgium,2010-04-28,Online Export,1
12979,Customer,12979,cust12979@anonymised.invalid,,,Unknown,United Arab Emirates,United Arab Emirates,2009-12-10,Online Export,0
13022,Customer,13022,cust13022@anonymised.invalid,,,Unknown,Belgium,Belgium,2010-10-06,Online Export,0
13492,Customer,13492,cust13492@anonymised.invalid,,,Unknown,Switzerland,Switzerland,2011-05-09,Online Export,1
13493,Customer,13493,cust13493@anonymised.invalid,,,Unknown,Switzerland,Switzerland,2011-02-25,Online Export,0
13501,Customer,13501,cust13501@anonymised.invalid,,,Unknown,Switzerland,Switzerland,2010-05-18,Online Export,1
13505,Customer,13505,cust13505@anonymised.invalid,,,Unknown,Switzerland,Switzerland,2011-04-21,Online Export,1
13520,Customer,13520,cust13520@anonymised.invalid,,,Unknown,Switzerland,Switzerland,2009-12-17,Online Export,1
13809,Customer,13809,cust13809@anonymised.invalid,,,Unknown,Cyprus,Cyprus,2010-09-05,Online Export,1
13810,Customer,13810,cust13810@anonymised.invalid,,,Unknown,Germany,Germany,2011-10-14,Online Export,0
13811,Customer,13811,cust13811@anonymised.invalid,,,Unknown,Germany,Germany,2011-04-14,Online Export,0
13812,Customer,13812,cust13812@anonymised.invalid,,,Unknown,Germany,Germany,2011-08-26,Online Export,1
13813,Customer,13813,cust13813@anonymised.invalid,,,Unknown,Germany,Germany,2009-12-06,Online Export,1
13814,Customer,13814,cust13814@anonymised.invalid,,,Unknown,Germany,Germany,2010-06-30,Online Export,1
13815,Customer,13815,cust13815@anonymised.invalid,,,Unknown,Germany,Germany,2010-02-12,Online Export,1
13816,Customer,13816,cust13816@anonymised.invalid,,,Unknown,Germany,Germany,2011-10-06,Online Export,0
13817,Customer,13817,cust13817@anonymised.invalid,,,Unknown,Germany,Germany,2010-12-23,Online Export,0
13902,Customer,13902,cust13902@anonymised.invalid,,,Unknown,Denmark,Denmark,2009-12-08,Online Export,1
13919,Customer,13919,cust13919@anonymised.invalid,,,Unknown,Denmark,Denmark,2010-06-17,Online Export,1
14265,Customer,14265,cust14265@anonymised.invalid,,,Unknown,Unspecified,Unspecified,2010-04-06,Online Export,1
14277,Customer,14277,cust14277@anonymised.invalid,,,Unknown,France,France,2009-12-03,Online Export,1
14335,Customer,14335,cust14335@anonymised.invalid,,,Unknown,Germany,Germany,2011-09-04,Online Export,0
14439,Customer,14439,cust14439@anonymised.invalid,,,Unknown,Greece,Greece,2010-01-21,Online Export,1
14442,Customer,14442,cust14442@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-01-18,Online Export,1
14564,Customer,14564,cust14564@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2009-12-04,Online Export,0
14566,Customer,14566,cust14566@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-06-24,Online Export,1
14568,Customer,14568,cust14568@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-09-30,Online Export,0
14646,Customer,14646,cust14646@anonymised.invalid,,,Unknown,Netherlands,Netherlands,2009-12-02,Online Export,1
14912,Customer,14912,cust14912@anonymised.invalid,,,Unknown,Italy,Italy,2010-04-28,Online Export,1
14930,Customer,14930,cust14930@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-04-12,Online Export,1
14931,Customer,14931,cust14931@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2011-04-13,Online Export,1
14932,Customer,14932,cust14932@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-11-19,Online Export,0
14933,Customer,14933,cust14933@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-09-21,Online Export,1
14934,Customer,14934,cust14934@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-09-24,Online Export,1
14935,Customer,14935,cust14935@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-03-30,Online Export,0
14936,Customer,14936,cust14936@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-05-05,Online Export,1
14937,Customer,14937,cust14937@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2011-08-01,Online Export,1
14938,Customer,14938,cust14938@anonymised.invalid,,,Unknown,Channel Islands,Channel Islands,2010-05-26,Online Export,0
15108,Customer,15108,cust15108@anonymised.invalid,,,Unknown,European Community,European Community,2011-04-26,Online Export,1
15332,Customer,15332,cust15332@anonymised.invalid,,,Unknown,Lithuania,Lithuania,2010-07-14,Online Export,1
15388,Customer,15388,cust15388@anonymised.invalid,,,Unknown,Canada,Canada,2011-03-14,Online Export,0
15390,Customer,15390,cust15390@anonymised.invalid,,,Unknown,Canada,Canada,2010-10-26,Online Export,0
15480,Customer,15480,cust15480@anonymised.invalid,,,Unknown,Malta,Malta,2010-02-01,Online Export,1
15481,Customer,15481,cust15481@anonymised.invalid,,,Unknown,Norway,Norway,2010-11-03,Online Export,0
15702,Customer,15702,cust15702@anonymised.invalid,,,Unknown,Nigeria,Nigeria,2010-08-20,Online Export,0
16320,Customer,16320,cust16320@anonymised.invalid,,,Unknown,Unspecified,Unspecified,2010-01-27,Online Export,1
16321,Customer,16321,cust16321@anonymised.invalid,,,Unknown,Australia,Australia,2009-12-01,Online Export,1
17097,Customer,17097,cust17097@anonymised.invalid,,,Unknown,Spain,Spain,2010-10-05,Online Export,1
17404,Customer,17404,cust17404@anonymised.invalid,,,Unknown,Sweden,Sweden,2010-01-07,Online Export,1
17443,Customer,17443,cust17443@anonymised.invalid,,,Unknown,Canada,Canada,2011-05-04,Online Export,0
17444,Customer,17444,cust17444@anonymised.invalid,,,Unknown,Canada,Canada,2011-06-20,Online Export,0
17508,Customer,17508,cust17508@anonymised.invalid,,,Unknown,Greece,Greece,2009-12-07,Online Export,1
17828,Customer,17828,cust17828@anonymised.invalid,,,Unknown,Malta,Malta,2011-06-08,Online Export,1
17829,Customer,17829,cust17829@anonymised.invalid,,,Unknown,United Arab Emirates,United Arab Emirates,2010-02-22,Online Export,1
17844,Customer,17844,cust17844@anonymised.invalid,,,Unknown,Canada,Canada,2011-08-25,Online Export,0
18140,Customer,18140,cust18140@anonymised.invalid,,,Unknown,West Indies,West Indies,2010-08-23,Online Export,0
